"foto_kort_id","tittel","siste_klassifikasjon","registrert","registrert_av","registrert_dato","opprettet_av","opprettet_dato","samlings_id","mediagruppe_enhets_id","samling","tilvekstnr","annen_arkivident","filnavn"
497,,497,,2,"2005-05-11",2,"2005-05-11",,6713130,"UIO FUH","Schuma170644","Schumacher170644s3.tif","Schumacher170644s3.tif"
498,,498,,2,"2005-05-11",2,"2005-05-11",,6713162,"UIO FUH","Schuma180647","Schumacher180647s2.tif","Schumacher180647s2.tif"
499,,499,,2,"2005-05-11",2,"2005-05-11",,6713198,"UIO FUH","Schuma220647","Schumacher220647s3.tif","Schumacher220647s3.tif"
500,,500,,2,"2005-05-11",2,"2005-05-11",,6713250,"UIO FUH","Schuma050744","Schumacher050744s2.tif","Schumacher050744s2.tif"
501,,501,,2,"2005-05-11",2,"2005-05-11",,6713322,"UIO FUH","Schuma090747","Schumacher090747s1.tif","Schumacher090747s1.tif"
502,,502,,2,"2005-05-11",2,"2005-05-11",,6713330,"UIO FUH","Schuma300747","Schumacher300747s2.tif","Schumacher300747s2.tif"
503,,503,,2,"2005-05-11",2,"2005-05-11",,6713346,"UIO FUH","Schuma050847","Schumacher050847s2.tif","Schumacher050847s2.tif"
504,,504,,2,"2005-05-11",2,"2005-05-11",,6713370,"UIO FUH","Schuma060847","Schumacher060847s1.tif","Schumacher060847s1.tif"
505,,505,,2,"2005-05-11",2,"2005-05-11",,6713378,"UIO FUH","Schuma170947","Schumacher170947v2s2.tif","Schumacher170947v2s2.tif"
506,,506,,2,"2005-05-11",2,"2005-05-11",,6713444,"UIO FUH","Schuma270947","Schumacher270947s1.tif","Schumacher270947s1.tif"
507,,507,,2,"2005-05-11",2,"2005-05-11",,6713460,"UIO FUH","Schuma141147","Schumacher141147v1.tif","Schumacher141147v1.tif"
508,,508,,2,"2005-05-11",2,"2005-05-11",,6713492,"UIO FUH","Schuma140148","Schuma140148v1.tif","Schuma140148v1.tif"
509,,509,,2,"2005-05-11",2,"2005-05-11",,6713516,"UIO FUH","Donner050849","Donner050849v1.tif","Donner050849v1.tif"
510,,510,,2,"2005-05-12",2,"2005-05-12",,6716061,"UIO FUH","Sabine080825","Sabine080825s1.tif","Sabine080825s1.tif"
511,,511,,2,"2005-05-12",2,"2005-05-12",,6716070,"UIO FUH","Sabine040727","Sabine040727s4.tif","Sabine040727s4.tif"
512,,512,,2,"2005-05-12",2,"2005-05-12",,6716112,"UIO FUH","Sabine290328","Sabine290328s4.tif","Sabine290328s4.tif"
513,,513,,2,"2005-05-12",2,"2005-05-12",,6718540,"UIO FUH","Sabine080428","Sabine080428s2.tif","Sabine080428s2.tif"
514,,514,,2,"2005-05-12",2,"2005-05-12",,6718886,"UIO FUH","Sabine150528","Sabine150528s3.tif","Sabine150528s3.tif"
515,,515,,2,"2005-05-12",2,"2005-05-12",,6722214,"UIO FUH","Sabine110228","Sabine110228s8.tif","Sabine110228s8.tif"
516,,516,,2,"2005-05-13",2,"2005-05-13",,6732386,"UIO FUH","Sabine230359","Sabine230359s4.tif","Sabine230359s4.tif"
517,,517,,2,"2005-05-13",2,"2005-05-13",,6732418,"UIO FUH","Sabine101026","Sabine101026s4.tif","Sabine101026s4.tif"
518,,518,,2,"2005-05-13",2,"2005-05-13",,6732450,"UIO FUH","Sabine030226","Sabine030226s1.tif","Sabine030226s1.tif"
519,,519,,2,"2005-05-13",2,"2005-05-13",,6732482,"UIO FUH","Sabine311026","Sabine311026v1.tif","Sabine311026v1.tif"
520,,520,,2,"2005-05-13",2,"2005-05-13",,6732554,"UIO FUH","Sabine311239","Sabine311239s4.tif","Sabine311239s4.tif"
521,,521,,2,"2005-05-13",2,"2005-05-13",,6732586,"UIO FUH","Sabinexxxxxx","Sabinexxxxxxv1.tif","Sabinexxxxxxv1.tif"
522,,522,,2,"2005-05-13",2,"2005-05-13",,6732610,"UIO FUH","Sabine010836","Sabine010836s2.tif","Sabine010836s2.tif"
523,,523,,2,"2005-05-13",2,"2005-05-13",,6732642,"UIO FUH","Sabine160234","Sabine160234s7.tif","Sabine160234s7.tif"
524,,524,,2,"2005-05-13",2,"2005-05-13",,6732706,"UIO FUH","Sabine190835","Sabine190835s3.tif","Sabine190835s3.tif"
525,,525,,2,"2005-05-18",2,"2005-05-18",,6793773,"UIO FUH","Sabine080636","Sabine080636s6.tif","Sabine080636s6.tif"
526,,526,,2,"2005-05-18",2,"2005-05-18",,6793848,"UIO FUH","Sabine141136","Sabine141136s5.tif","Sabine141136s5.tif"
527,,527,,2,"2005-05-18",2,"2005-05-18",,6793897,"UIO FUH","Sabine240437","Sabine240437s2.tif","Sabine240437s2.tif"
528,,528,,2,"2005-05-18",2,"2005-05-18",,6793923,"UIO FUH","Sabine231037","Sabine231037v1s2.tif","Sabine231037v1s2.tif"
529,,529,,2,"2005-05-18",2,"2005-05-18",,6793997,"UIO FUH","Sabine121035","Sabine121035v2.tif","Sabine121035v2.tif"
530,,530,,2,"2005-05-18",2,"2005-05-18",,6794135,"UIO FUH","Sabine250638","Sabine250638s1.tif","Sabine250638s1.tif"
531,,531,,2,"2005-05-18",2,"2005-05-18",,6794151,"UIO FUH","Sabine150439","sabine150439s3.tif","sabine150439s3.tif"
532,,532,,2,"2005-05-18",2,"2005-05-18",,6794184,"UIO FUH","Sabine210140","Sabine210140s3.tif","Sabine210140s3.tif"
533,,533,,2,"2005-05-18",2,"2005-05-18",,6794322,"UIO FUH","Sabine081040","Sabine081040v1s4.tif","Sabine081040v1s4.tif"
534,,534,,2,"2005-05-18",2,"2005-05-18",,6794519,"UIO FUH","Sabine290540","Sabine290540s8.tif","Sabine290540s8.tif"
535,,535,,2,"2005-05-18",2,"2005-05-18",,6794583,"UIO FUH","Sabine050640","Sabine050640s2.tif","Sabine050640s2.tif"
536,,536,,2,"2005-05-19",2,"2005-05-19",,6795137,"UIO FUH","Sabine120640","Sabine120640s3.tif","Sabine120640s3.tif"
537,,537,,2,"2005-05-19",2,"2005-05-19",,6795181,"UIO FUH","Sabine280341","Sabine280341s3.tif","Sabine280341s3.tif"
538,,538,,2,"2005-05-19",2,"2005-05-19",,6795257,"UIO FUH","Sabine120242","Sabine120242s1.tif","Sabine120242s1.tif"
539,,539,,2,"2005-05-19",2,"2005-05-19",,6795273,"UIO FUH","Sabine010344","Sabine010344s1.tif","Sabine010344s1.tif"
540,,540,,2,"2005-05-19",2,"2005-05-19",,6795289,"UIO FUH","Sabine030244","Sabine030244s5.tif","Sabine030244s5.tif"
541,,541,,2,"2005-05-19",2,"2005-05-19",,6795349,"UIO FUH","Sabine051244","Sabine051244s3.tif","Sabine051244s3.tif"
542,,542,,2,"2005-05-19",2,"2005-05-19",,6795523,"UIO FUH","Sabine040749","Sabine040749v1.tif","Sabine040749v1.tif"
543,,543,,2,"2005-05-19",2,"2005-05-19",,6795561,"UIO FUH","Sabine230154","Sabine230154s2.tif","Sabine230154s2.tif"
544,,544,,2,"2005-05-19",2,"2005-05-19",,6795583,"UIO FUH","Sabine060554","Sabine060554s6.tif","Sabine060554s6.tif"
545,,545,,2,"2005-05-19",2,"2005-05-19",,6795667,"UIO FUH","Sabine100354","Sabine100354s8.tif","Sabine100354s8.tif"
546,,546,,2,"2005-05-19",2,"2005-05-19",,6795804,"UIO FUH","Sabine151154","Sabine151154s8.tif","Sabine151154s8.tif"
547,,547,,2,"2005-05-19",2,"2005-05-19",,6795891,"UIOFUH","Sabine120356","Sabine120356s3.tif","Sabine120356s3.tif"
548,,548,,2,"2005-05-19",2,"2005-05-19",,6795937,"UIO FUH","Sabine300756","Sabine300756s4.tif","Sabine300756s4.tif"
549,,549,,2,"2005-05-19",2,"2005-05-19",,6795979,"UIO FUH","Sabine031057","Sabine031057s4.tif","Sabine031057s4.tif"
550,,550,,2,"2005-05-19",2,"2005-05-19",,6796011,"UIO FUH","Sabine021057","Sabine021057s4.tif","Sabine021057s4.tif"
551,,551,,2,"2005-05-19",2,"2005-05-19",,6796062,"UIO FUH","Sabine130757","Sabine130757s4.tif","Sabine130757s4.tif"
552,,552,,2,"2005-05-19",2,"2005-05-19",,6796159,"UIO FUH","Sabine040757","Sabine040757s4.tif","Sabine040757s4.tif"
553,,553,,2,"2005-05-20",2,"2005-05-20",,6799249,"UIO FUH","Sabine300459","Sabine300459s8.tif","Sabine300459s8.tif"
554,,554,,2,"2005-05-20",2,"2005-05-20",,6799428,"UIO FUH","Sabine061057","Sabine061057s1.tif","Sabine061057s1.tif"
555,,555,,2,"2005-05-20",2,"2005-05-20",,6799459,"UIO FUH","Sabine291057","Sabine291057s5.tif","Sabine291057s5.tif"
556,,556,,2,"2005-05-20",2,"2005-05-20",,6799531,"UIO FUH","Sabine091157","Sabine091157s3.tif","Sabine091157s3.tif"
557,,557,,2,"2005-05-20",2,"2005-05-20",,6799567,"UIO FUH","Sabine101157","Sabine101157s2.tif","Sabine101157s2.tif"
558,,558,,2,"2005-05-20",2,"2005-05-20",,6799655,"UIO FUH","Sabine231157","Sabine231157s4.tif","Sabine231157s4.tif"
559,,559,,2,"2005-05-20",2,"2005-05-20",,6799699,"UIO FUH","Sabine190459","Sabine190459s4.tif","Sabine190459s4.tif"
560,,560,,2,"2005-05-20",2,"2005-05-20",,6799755,"UIO FUH","Sabine070160","Sabine070160s4.tif","Sabine070160s4.tif"
561,,561,,2,"2005-05-20",2,"2005-05-20",,6799859,"UIO FUH","Sabine060563","Sabine060563s4.tif","Sabine060563s4.tif"
562,,562,,2,"2005-05-20",2,"2005-05-20",,6799921,"UIO FUH","Sabine240663","Sabine240663s4.tif","Sabine240663s4.tif"
563,,563,,2,"2005-05-20",2,"2005-05-20",,6799977,"UIO FUH","Sabine221063","Sabine221063s4.tif","Sabine221063s4.tif"
564,,564,,2,"2005-05-20",2,"2005-05-20",,6800027,"UIO FUH","Sabine151164","Sabine151164s4.tif","Sabine151164s4.tif"
565,,565,,2,"2005-05-23",2,"2005-05-23",,6800743,"UIO FUH","Sabine221064","Sabine221064s6.tif","Sabine221064s6.tif"
566,,566,,2,"2005-05-23",2,"2005-05-23",,6800791,"UIO FUH","Sabine090665","Sabine090665s3.tif","Sabine090665s3.tif"
567,,567,,2,"2005-05-23",2,"2005-05-23",,6800815,"UIO FUH","Sabine190466","Sabine190466s4.tif","Sabine190466s4.tif"
568,,568,,2,"2005-05-23",2,"2005-05-23",,6800853,"UIO FUH","Smith150713","Smith150713s4.tif","Smith150713s4.tif"
569,,569,,2,"2005-05-23",2,"2005-05-23",,6801065,"UIO FUH","Sharsw140159","Sharswoods1.tif","Sharswoods1.tif"
570,,570,,2,"2005-05-23",2,"2005-05-23",,6801080,"UIO FUH","Struve130150","Struve130150s3.tif","Struve130150s3.tif"
571,,571,,2,"2005-05-23",2,"2005-05-23",,6801510,"UIO FUH","Struve120450","Struve120450s3.tif","Struve120450s3.tif"
572,,572,,2,"2005-05-23",2,"2005-05-23",,6801635,"UIO FUH","Struve210550","Struve210550s2.tif","Struve210550s2.tif"
573,,573,,2,"2005-05-23",2,"2005-05-23",,6801663,"UIO FUH","Struve060950","Struve060950s4.tif","Struve060950s4.tif"
574,,574,,2,"2005-05-23",2,"2005-05-23",,6801882,"UIO FUH","Struve040451","Struve040451s3.tif","Struve040451s3.tif"
575,,575,,2,"2005-05-23",2,"2005-05-23",,6801911,"UIO FUH","Struve190752","Struve190752s4.tif","Struve190752s4.tif"
576,,576,,2,"2005-05-23",2,"2005-05-23",,6801943,"UIO FUH","Struve030553","Struve030553s3.tif","Struve030553s3.tif"
577,,577,,2,"2005-05-23",2,"2005-05-23",,6801967,"UIO FUH","Struve210453","Struve210453s4.tif","Struve210453s4.tif"
578,,578,,2,"2005-05-23",2,"2005-05-23",,6801999,"UIO FUH","Struve040653","Struve040653s2.tif","Struve040653s2.tif"
579,,579,,2,"2005-05-23",2,"2005-05-23",,6802027,"UIO FUH","Struve250653","Struve250653s3.tif","Struve250653s3.tif"
580,,580,,2,"2005-05-24",2,"2005-05-24",,6803211,"UIO FUH","Struve140453","Struve140905s4.tif","Struve140905s4.tif"
581,,581,,2,"2005-05-24",2,"2005-05-24",,6803243,"UIO FUH","Struve091153","Struve091153s1.tif","Struve091153s1.tif"
582,,582,,2,"2005-05-24",2,"2005-05-24",,6803251,"UIO FUH","Struve210554","Struve210554s4.tif","Struve210554s4.tif"
583,,583,,2,"2005-05-24",2,"2005-05-24",,6803283,"UIO FUH","Struve290855","Struve290855s3.tif","Struve290855s3.tif"
584,,584,,2,"2005-05-24",2,"2005-05-24",,6803307,"UIO FUH","Struvexxxxxx","Struvexxxxxxs8.tif","Struvexxxxxxs8.tif"
585,,585,,2,"2005-05-24",2,"2005-05-24",,6803371,"UIO FUH","Sebald260552","Sebald260552s4.tif","Sebald260552s4.tif"
586,,586,,2,"2005-05-24",2,"2005-05-24",,6803403,"UIO FUH","Sebald311252","Sebald311252s3.tif","Sebald311252s3.tif"
587,,587,,2,"2005-05-24",2,"2005-05-24",,6803427,"UIO FUH","Sebald260353","Sebald260353s4.tif","Sebald260353s4.tif"
588,,588,,2,"2005-05-24",2,"2005-05-24",,6803459,"UIO FUH","Sebald170453","Sebald170453s4.tif","Sebald170453s4.tif"
589,,589,,2,"2005-05-24",2,"2005-05-24",,6803491,"UIO FUH","Sebald270653","Sebald270653s3.tif","Sebald270653s3.tif"
590,,590,,2,"2005-05-24",2,"2005-05-24",,6803515,"UIO FUH","Sebald111253","Sebald111253s3.tif","Sebald111253s3.tif"
591,,591,,2,"2005-05-25",2,"2005-05-25",,6804809,"UIO FUH","Sebald140354","Sebald140354s3.tif","Sebald140354s3.tif"
592,,592,,2,"2005-05-25",2,"2005-05-25",,6804833,"UIO FUH","Sebald081054","Sebald081054s2.tif","Sebald081054s2.tif"
593,,593,,2,"2005-05-25",2,"2005-05-25",,6804849,"UIO FUH","Sebald111154","Sebald 111154s2.tif","Sebald 111154s2.tif"
594,,594,,2,"2005-05-25",2,"2005-05-25",,6804865,"UIO FUH","Sebald301254","Sebald 301254s3.tif","Sebald 301254s3.tif"
595,,595,,2,"2005-05-25",2,"2005-05-25",,6804909,"UIO FUH","Sebald280255","Seebald280255s4.tif","Seebald280255s4.tif"
596,,596,,2,"2005-05-25",2,"2005-05-25",,6804941,"UIO FUH","Sebald301255","Sebald301255s4.tif","Sebald301255s4.tif"
597,,597,,2,"2005-05-25",2,"2005-05-25",,6804973,"UIO FUH","Sebald130856","Sebald130856s4.tif","Sebald130856s4.tif"
598,,598,,2,"2005-05-25",2,"2005-05-25",,6805005,"UIO FUH","Sebald280957","Sebald280957s3.tif","Sebald280957s3.tif"
599,,599,,2,"2005-05-25",2,"2005-05-25",,6805029,"UIO FUH","Sebald010859","Sebald010859s5.tif","Sebald010859s5.tif"
600,,600,,2,"2005-05-25",2,"2005-05-25",,6805069,"UIO FUH","Sebald120660","Sebald120660s2.tif","Sebald120660s2.tif"
601,,601,,2,"2005-05-25",2,"2005-05-25",,6805085,"UIO FUH","Schmidtxxxx46","Schmidtxxxx46s1d2.tif","Schmidtxxxx46s1d2.tif"
602,,602,,2,"2005-05-25",2,"2005-05-25",,6805101,"UIO FUH","Schmidt240246","Schmidt240246s3.tif","Schmidt240246s3.tif"
603,,603,,2,"2005-05-25",2,"2005-05-25",,6805133,"UIO FUH","Schmidt040746","Schmidt040746s2.tif","Schmidt040746s2.tif"
604,,604,,2,"2005-05-25",2,"2005-05-25",,6805157,"UIO FUH","Schmidt030847","Schmidt030847s1.tif","Schmidt030847s1.tif"
605,,605,,2,"2005-05-25",2,"2005-05-25",,6805165,"UIO FUH","Schmidt260855","Schmidt260855v1s3.tif","Schmidt260855v1s3.tif"
606,,606,,2,"2005-05-25",2,"2005-05-25",,6805245,"UIO FUH","Schmidt240252","Schmidt240252v1s2.tif","Schmidt240252v1s2.tif"
607,,607,,2,"2005-05-26",2,"2005-05-26",,6806505,"UIO FUH","Scheererxxxxxx","Scheererxxxxxxs4.tif","Scheererxxxxxxs4.tif"
608,,608,,2,"2005-05-26",2,"2005-05-26",,6806581,"UIO FUH","Scheere041050","Scheerer041050s5.tif","Scheerer041050s5.tif"
609,,609,,2,"2005-05-26",2,"2005-05-26",,6806629,"UIO FUH","Scheer020851","Scheerer020851s3.tif","Scheerer020851s3.tif"
610,,610,,2,"2005-05-26",2,"2005-05-26",,6806661,"UIO FUH","Strecker230651","Strecker230651s5.tif","Strecker230651s5.tif"
611,,611,,2,"2005-05-26",2,"2005-05-26",,6806701,"UIO FUH","Strecker150451","Strecker150441s4.tif","Strecker150441s4.tif"
612,,612,,2,"2005-05-26",2,"2005-05-26",,6806733,"UIO FUH","Sommer011033_1","Sommerfeldta011033s3.tif","Sommerfeldta011033s3.tif"
613,,613,,2,"2005-05-26",2,"2005-05-26",,6806765,"UIO FUH","Sommer011033_2","Sommerfeldtb011033s2.tif","Sommerfeldtb011033s2.tif"
614,,614,,2,"2005-05-26",2,"2005-05-26",,6806789,"UIO FUH","Seehus301032","Seehusen301032s2.tif","Seehusen301032s2.tif"
615,,615,,2,"2005-05-26",2,"2005-05-26",,6806805,"UIO FUH","Skaar220448","Skaar220448s3.tif","Skaar220448s3.tif"
616,,616,,2,"2005-05-26",2,"2005-05-26",,6806837,"UIO FUH","Steffens220520","Steffens220520s2.tif","Steffens220520s2.tif"
617,,617,,2,"2005-05-26",2,"2005-05-26",,6806853,"UIO FUH","Scott150267","Scott150267v1.tif","Scott150267v1.tif"
618,,618,,2,"2005-05-26",2,"2005-05-26",,6806877,"UIO FUH","Sibbern100355","Sibbern100355s1.tif","Sibbern100355s1.tif"
619,,619,,2,"2005-05-26",2,"2005-05-26",,6806885,"UIO FUH","Sibbern251055","Sibbern251055s3.tif","Sibbern251055s3.tif"
620,,620,,2,"2005-05-26",2,"2005-05-26",,6806917,"UIO FUH","Sibbern231255","Sibbern231255s2.tif","Sibbern231255s2.tif"
621,,621,,2,"2005-05-26",2,"2005-05-26",,6806933,"UIO FUH","Sibbern050255","Sibbern 050255v1.tif","Sibbern 050255v1.tif"
622,,622,,2,"2005-05-26",2,"2005-05-26",,6806957,"UIO FUH","Silveira100863","Silveira100863s2.tif","Silveira100863s2.tif"
623,,623,,2,"2005-05-26",2,"2005-05-26",,6806973,"UIO FUH","Schmidt190255","Schmidt190255s2.tif","Schmidt190255s2.tif"
624,,624,,2,"2005-05-26",2,"2005-05-26",,6806989,"UIO FUH","Sundriet130135","Sundriets4.tif","Sundriets4.tif"
625,,625,,2,"2005-05-26",2,"2005-05-26",,6807021,"UIO FUH","Steinheilxx0555","Steinheilxx0555s3.tif","Steinheilxx0555s3.tif"
626,,626,,2,"2005-05-27",2,"2005-05-27",,6811029,"UIO FUH","Sandels141218","Sandels141218v1.tif","Sandels141218v1.tif"
627,,627,,2,"2005-05-27",2,"2005-05-27",,6811053,"UIO FUH","Sandels080319","Sandels080319s2.tif","Sandels080319s2.tif"
628,,628,,2,"2005-05-27",2,"2005-05-27",,6811069,"UIO FUH","Sandels030723","Sandels030723s2.tif","Sandels030723s2.tif"
629,,629,,2,"2005-05-27",2,"2005-05-27",,6811085,"UIO FUH","Sterks201259","Sterks201259s3.tif","Sterks201259s3.tif"
630,,630,,2,"2005-05-27",2,"2005-05-27",,6811109,"UIO FUH","Schram051065","Schramm051065s3.tif","Schramm051065s3.tif"
631,,631,,2,"2005-05-27",2,"2005-05-27",,6811141,"UIO FUH","Stjerne290629","Stjerneld290629s1.tif","Stjerneld290629s1.tif"
632,,632,,2,"2005-05-27",2,"2005-05-27",,6811157,"UIO FUH","Stjerne240650","Stjerneld240650s2.tif","Stjerneld240650s2.tif"
633,,633,,2,"2005-05-27",2,"2005-05-27",,6811181,"UIO FUH","Stevens241156","Stevenson241156s4.tif","Stevenson241156s4.tif"
634,,634,,2,"2005-05-27",2,"2005-05-27",,6811213,"UIO FUH","Stevens020357","Stevenson020357s3.tif","Stevenson020357s3.tif"
635,,635,,2,"2005-05-27",2,"2005-05-27",,6811367,"UIO FUH","Sefströ221039","Sefström221039s3.tif","Sefström221039s3.tif"
636,,636,,2,"2005-05-27",2,"2005-05-27",,6812019,"UIO FUH","Scharlin230843","Scharling220843s2.tif","Scharling220843s2.tif"
637,,637,,2,"2005-05-27",2,"2005-05-27",,6812261,"UIO FUH","Starkxx1117","Starkxx1117v1.tif","Starkxx1117v1.tif"
638,,638,,2,"2005-05-27",2,"2005-05-27",,6812600,"UIO FUH","Suchtel190825","Suchtelen190825s2.tif","Suchtelen190825s2.tif"
639,,639,,2,"2005-05-27",2,"2005-05-27",,6813065,"UIO FUH","Suchtel140919","Suchtelen140919s2.tif","Suchtelen140919s2.tif"
640,,640,,2,"2005-05-30",2,"2005-05-30",,6816207,"UIO FUH","Stewart020965","Stewart020965s2.tif","Stewart020965s2.tif"
641,,641,,2,"2005-05-30",2,"2005-05-30",,6816223,"UIO FUH","Svanbe220551_1","Svanberg220551s3.tif","Svanberg220551s3.tif"
642,,642,,2,"2005-05-30",2,"2005-05-30",,6816255,"UIO FUH","Svanbe220551_2","Svanberg220551bs3.tif","Svanberg220551bs3.tif"
643,,643,,2,"2005-05-30",2,"2005-05-30",,6816297,"UIO FUH","Svanbe090552","Svanberg090552s8.tif","Svanberg090552s8.tif"
644,,644,,2,"2005-05-30",2,"2005-05-30",,6816361,"UIO FUH","Svanbe140652","Svanberg140652s1.tif","Svanberg140652s1.tif"
645,,645,,2,"2005-05-30",2,"2005-05-30",,6816377,"UIO FUH","Svanbe170652","Svanberg170652s3.tif","Svanberg170652s3.tif"
646,,646,,2,"2005-05-30",2,"2005-05-30",,6816409,"UIO FUH","Svanbe200652","Svanberg200652s2.tif","Svanberg200652s2.tif"
647,,647,,2,"2005-05-30",2,"2005-05-30",,6816425,"UIO FUH","Svanbe130753","Svanberg130753s1.tif","Svanberg130753s1.tif"
648,,648,,2,"2005-05-30",2,"2005-05-30",,6816441,"UIO FUH","Svanbe030754","Svanberg030754s3.tif","Svanberg030754s3.tif"
649,,649,,2,"2005-05-30",2,"2005-05-30",,6816473,"UIO FUH","Svanbe160855","Svanberg160855s4.tif","Svanberg160855s4.tif"
650,,650,,2,"2005-05-30",2,"2005-05-30",,6816505,"UIO FUH","Svabbexxxxxx","Svanbergxxxxxxs2.tif","Svanbergxxxxxxs2.tif"
651,,651,,2,"2005-05-30",2,"2005-05-30",,6816521,"UIO FUH","Svanbe251256","Svanberg251256s2.tif","Svanberg251256s2.tif"
652,,652,,2,"2005-05-30",2,"2005-05-30",,6816537,"UIO FUH","Sterky301229","Sterky301229s2.tif","Sterky301229s2.tif"
653,,653,,2,"2005-05-30",2,"2005-05-30",,6816553,"UIO FUH","Sterky190930","Sterky190930s3.tif","Sterky190930s3.tif"
654,,654,,2,"2005-05-30",2,"2005-05-30",,6816585,"UIO FUH","Sievers280247","Sievers280247s1.tif","Sievers280247s1.tif"
655,,655,,2,"2005-05-30",2,"2005-05-30",,6816601,"UIO FUH","Sievers160857","Sievers160857s3.tif","Sievers160857s3.tif"
656,,656,,2,"2005-05-30",2,"2005-05-30",,6816625,"UIO FUH","Sievers210957","Sievers210957s2.tif","Sievers210957s2.tif"
657,,657,,2,"2005-05-30",2,"2005-05-30",,6816641,"UIO FUH","Schube030819","Schubert030819s2.tif","Schubert030819s2.tif"
658,,658,,2,"2005-05-30",2,"2005-05-30",,6816665,"UIO FUH","Schube060132","Schubert060132s3.tif","Schubert060132s3.tif"
659,,659,,2,"2005-05-31",2,"2005-05-31",,6817699,"UIO FUH","Hansteenxxxxxx","Hansteenxxxxxxs8.tif","Hansteenxxxxxxs8.tif"
660,,660,,2,"2005-05-31",2,"2005-05-31",,6817819,"UIO FUH","Schube011036","Schubert011036s4.tif","Schubert011036s4.tif"
661,,661,,2,"2005-05-31",2,"2005-05-31",,6817851,"UIO FUH","Schube270460","Schubert270460s2.tif","Schubert270460s2.tif"
662,,662,,2,"2005-05-31",2,"2005-05-31",,6817867,"UIO FUH","Schube280559","Schubert280559s2.tif","Schubert280559s2.tif"
663,,663,,2,"2005-05-31",2,"2005-05-31",,6817893,"UIO FUH","Segelck200128","Segelcke200128s3.tif","Segelcke200128s3.tif"
664,,664,,2,"2005-05-31",2,"2005-05-31",,6817925,"UIO FUH","Segelck121029","Segelcke121029s6.tif","Segelcke121029s6.tif"
666,,666,,2,"2005-05-31",2,"2005-05-31",,6818135,"UIO FUH","Segelck201231","Segelcke201231s10.tif","Segelcke201231s10.tif"
667,,667,,2,"2005-05-31",2,"2005-05-31",,6818287,"UIO FUH","Segelck190231","Segelcke190231s8.tif","Segelcke190231s8.tif"
668,,668,,2,"2005-05-31",2,"2005-05-31",,6818393,"UIO FUH","Segelck120331","Segelcke120331s3.tif","Segelcke120331s3.tif"
669,,669,,2,"2005-05-31",2,"2005-05-31",,6818455,"UIO FUH","Schwei210314","Schweigger210314s1.tif","Schweigger210314s1.tif"
670,,670,,2,"2005-05-31",2,"2005-05-31",,6818507,"UIO FUH","Schwei260519","Schweigger260519s2d2.tif","Schweigger260519s2d2.tif"
671,,671,,2,"2005-05-31",2,"2005-05-31",,6818563,"UIO FUH","Schwei270920","Schweigger270920s3.tif","Schweigger270920s3.tif"
672,,672,,0,"2005-05-31",0,"2005-05-31",,6818619,"UIO","Schwei031025","Schweigger031025s3.tif","Schweigger031025s3.tif"
673,,673,,2,"2005-05-31",2,"2005-05-31",,6818835,"UIO FUH","Schwei110726","Schweigger110726s2.tif","Schweigger110726s2.tif"
674,,674,,2,"2005-05-31",2,"2005-05-31",,6818875,"UIO FUH","Schwei130227","Schweigger130227s4.tif","Schweigger130227s4.tif"
676,,676,,0,"2005-09-23",0,"2005-09-23",,7228444,"UIO FUH","Cappel121227","Cappelen121227s3.tif","Cappelen121227s3.tif"
677,,677,,0,"2005-09-23",0,"2005-09-23",,7228476,"UIO FUH","Cappelen260923","Cappelen260923s1.tif","Cappelen260923s1.tif"
678,,678,,0,"2005-09-23",0,"2005-09-23",,7228492,"UIO FUH","Christie140428","Christie140428s2.tif","Christie140428s2.tif"
679,,679,,0,"2005-09-23",0,"2005-09-23",,7228508,"UIO FUH","Cronstrand08051","Cronstrand080517s2.tif","Cronstrand080517s2.tif"
680,,680,,0,"2005-09-23",0,"2005-09-23",,7228524,"UIO FUH","Cronstrand10041","Cronstrand100417s4.tif","Cronstrand100417s4.tif"
681,,681,,0,"2005-09-23",0,"2005-09-23",,7228556,"UIO FUH","Cronstran141017","Cronstrand141017s2.tif","Cronstrand141017s2.tif"
682,,682,,0,"2005-09-23",0,"2005-09-23",,7228572,"UIO FUH","Cronstran200127","Cronstrand200127s2.tif","Cronstrand200127s2.tif"
683,,683,,0,"2005-09-23",0,"2005-09-23",,7228596,"UIO FUH","Cronstran201025","Cronstrand201025s2.tif","Cronstrand201025s2.tif"
684,,684,,0,"2005-09-23",0,"2005-09-23",,7228612,"UIO FUH","Cronstran290518","Cronstrand290518s2.tif","Cronstrand290518s2.tif"
685,,685,,0,"2005-09-23",0,"2005-09-23",,7228636,"UIO FUH","Cronstran301217","Cronstrand301217s4.tif","Cronstrand301217s4.tif"
686,,686,,0,"2005-09-23",0,"2005-09-23",,7228668,"UIO FUH","Ertel300127","Ertel300127s3.tif","Ertel300127s3.tif"
687,,687,,0,"2005-09-23",0,"2005-09-23",,7228700,"UIO FUH","Cronstran160425","Cronstrand160425s3.tif","Cronstrand160425s3.tif"
688,,688,,0,"2005-09-23",0,"2005-09-23",,7228724,"UIO FUH","Cronstran190520","Cronstrand190520s2.tif","Cronstrand190520s2.tif"
689,,689,,0,"2005-09-23",0,"2005-09-23",,7228748,"UIO FUH","Cronstran250119","Cronstrand250119s4.tif","Cronstrand250119s4.tif"
