"foto_kort_id","tittel","siste_klassifikasjon","registrert","registrert_av","registrert_dato","opprettet_av","opprettet_dato","samlings_id","mediagruppe_enhets_id","samling","tilvekstnr","annen_arkivident","filnavn"
690,,690,,0,"2005-09-23",0,"2005-09-23",,7228780,"UIO FUH","Cronstran261124","Cronstrand261124s3.tif","Cronstrand261124s3.tif"
692,,692,,0,"2005-09-23",0,"2005-09-23",,7228828,"UIO FUH","Barrat050750","Barrat050750s1.tif","Barrat050750s1.tif"
693,,693,,0,"2005-09-23",0,"2005-09-23",,7228836,"UIO FUH","Bergsager260562","Bergsager260562v1s1.tif","Bergsager260562v1s1.tif"
694,,694,,0,"2005-09-23",0,"2005-09-23",,7228860,"UIO FUH","BrochUdat1","BrochUdat1s2d2.tif","BrochUdat1s2d2.tif"
695,,695,,0,"2005-09-23",0,"2005-09-23",,7228892,"UIO FUH","BrochUdat2","BrochUdat2s417s.tif","BrochUdat2s417s.tif"
696,,696,,0,"2005-09-23",0,"2005-09-23",,7228940,"UIO FUH","Bugge120337","Bugge120337s4.tif","Bugge120337s4.tif"
697,,697,,0,"2005-09-23",0,"2005-09-23",,7228972,"UIO FUH","Bystrøm280638","Bystrøm280638s1.tif","Bystrøm280638s1.tif"
699,,699,,0,"2005-09-23",0,"2005-09-23",,7228988,"UIO FUH","Beaufort150731","Beaufort150731s3.tif","Beaufort150731s3.tif"
700,,700,,0,"2005-09-23",0,"2005-09-23",,7229012,"UIO FUH","Beaufort300132","Beaufort300132s1.tif","Beaufort300132s1.tif"
701,,701,,0,"2005-09-23",0,"2005-09-23",,7229020,"UIO FUH","Berghaus081124","Berghaus081124s2.tif","Berghaus081124s2.tif"
702,,702,,0,"2005-10-14",0,"2005-10-14",,7285002,"UIO FUH","Bloomfiel020824","Bloomfield020824.tif","Bloomfield020824.tif"
703,,703,,0,"2005-10-14",0,"2005-10-14",,7285010,"UIO FUH","Boignet080659","Boignet080659f.tif","Boignet080659f.tif"
704,,704,,0,"2005-10-14",0,"2005-10-14",,7285034,"UIO FUH","Brewster071126","Brewster071126s4.tif","Brewster071126s4.tif"
705,,705,,0,"2005-10-14",0,"2005-10-14",,7285066,"UIO FUH","Brewster110324","Brewter110324s1.tif","Brewter110324s1.tif"
706,,706,,0,"2005-10-17",0,"2005-10-17",,7285188,"UIO FUH","Brimont110457","Brimont110457s1.tif","Brimont110457s1.tif"
707,,707,,0,"2005-10-17",0,"2005-10-17",,7285204,"UIO FUH","Brosset260765","Brosset260765s1.tif","Brosset260765s1.tif"
708,,708,,0,"2005-10-17",0,"2005-10-17",,7285212,"UIO FUH","Perthes010551","Perthes010551s1.tif","Perthes010551s1.tif"
709,,709,,0,"2005-10-17",0,"2005-10-17",,7285220,"UIO FUH","Perthes041136","Perthes041136s1.tif","Perthes041136s1.tif"
710,,710,,0,"2005-10-17",0,"2005-10-17",,7285228,"UIO FUH","Perthes041150","Perthes041150s1.tif","Perthes041150s1.tif"
711,,711,,0,"2005-10-17",0,"2005-10-17",,7285244,"UIO FUH","Perthes051132","Perthes051132s1.tif","Perthes051132s1.tif"
712,,712,,0,"2005-10-17",0,"2005-10-17",,7285260,"UIO FUH","Perthes051150","Perthes051150s1.tif","Perthes051150s1.tif"
713,,713,,0,"2005-10-17",0,"2005-10-17",,7285268,"UIO FUH","Perthes100542","Perthes100542s1.tif","Perthes100542s1.tif"
714,,714,,0,"2005-10-17",0,"2005-10-17",,7285284,"UIO FUH","Perthes111144","Perthes111144s1.tif","Perthes111144s1.tif"
715,,715,,0,"2005-10-17",0,"2005-10-17",,7285292,"UIO FUH","Perthes111157","Perthes111157s1.tif","Perthes111157s1.tif"
716,,716,,0,"2005-10-17",0,"2005-10-17",,7285300,"UIO FUH","Perthes121251","Perthes121251s1.tif","Perthes121251s1.tif"
717,,717,,0,"2005-10-17",0,"2005-10-17",,7285308,"UIO FUH","Perthes130358","Perthes130358s2.tif","Perthes130358s2.tif"
718,,718,,0,"2005-10-17",0,"2005-10-17",,7285332,"UIO FUH","Perthes130751","Perthes130751s1.tif","Perthes130751s1.tif"
719,,719,,0,"2005-10-17",0,"2005-10-17",,7285340,"UIO FUH","Perthes140851","Perthes140851s1.tif","Perthes140851s1.tif"
720,,720,,0,"2005-10-17",0,"2005-10-17",,7285348,"UIO FUH","Perthes141050","Perthes141050s1.tif","Perthes141050s1.tif"
721,,721,,0,"2005-10-17",0,"2005-10-17",,7285356,"UIO FUH","Perthes180658","Perthes180658s2.tif","Perthes180658s2.tif"
722,,722,,0,"2005-10-17",0,"2005-10-17",,7285372,"UIO FUH","Perthes190352","Perthes190352s1.tif","Perthes190352s1.tif"
723,,723,,0,"2005-10-17",0,"2005-10-17",,7285380,"UIO FUH","Perthes200152","Perthes200152f.tif","Perthes200152f.tif"
724,,724,,0,"2005-10-17",0,"2005-10-17",,7285396,"UIO FUH","Perthes200852","Perthes200852s1.tif","Perthes200852s1.tif"
725,,725,,0,"2005-10-17",0,"2005-10-17",,7285424,"UIO FUH","Perthes210153","Perthes210153s1.tif","Perthes210153s1.tif"
726,,726,,0,"2005-10-17",0,"2005-10-17",,7285440,"UIO FUH","Perthes220353","Perthes220353s1.tif","Perthes220353s1.tif"
727,,727,,0,"2005-10-17",0,"2005-10-17",,7285456,"UIO FUH","Perthes220552","Perthes220552s1.tif","Perthes220552s1.tif"
728,,728,,0,"2005-10-17",0,"2005-10-17",,7285464,"UIO FUH","Perthes220652","Perthes220652s1.tif","Perthes220652s1.tif"
729,,729,,0,"2005-10-17",0,"2005-10-17",,7285480,"UIO FUH","Perthes230850","Perthes230850s1.tif","Perthes230850s1.tif"
730,,730,,0,"2005-10-17",0,"2005-10-17",,7285488,"UIO FUH","Perthes240550","Perthes240550s2.tif","Perthes240550s2.tif"
731,,731,,0,"2005-10-17",0,"2005-10-17",,7285512,"UIO FUH","Perthes250351","Perthes250351s1.tif","Perthes250351s1.tif"
732,,732,,0,"2005-10-17",0,"2005-10-17",,7285520,"UIO FUH","Perthes251152","Perthes251152s3.tif","Perthes251152s3.tif"
733,,733,,0,"2005-10-17",0,"2005-10-17",,7285552,"UIO FUH","Perthes270453","Perthes270453v1.tif","Perthes270453v1.tif"
734,,734,,0,"2005-10-17",0,"2005-10-17",,7285568,"UIO FUH","Perthes290952","Perthes290952s1.tif","Perthes290952s1.tif"
735,,735,,0,"2005-10-17",0,"2005-10-17",,7285576,"UIO FUH","Perthes310750","Perthes310750s2.tif","Perthes310750s2.tif"
736,,736,,0,"2005-10-17",0,"2005-10-17",,7285592,"UIO FUH","Perthes311247","Perthes311247s1.tif","Perthes311247s1.tif"
737,,737,,0,"2005-10-17",0,"2005-10-17",,7285600,"UIO FUH","Perthes311250","Perthes311250s1.tif","Perthes311250s1.tif"
738,,738,,0,"2005-10-17",0,"2005-10-17",,7285616,"UIO FUH","Perthes311251","Perthes311251s1.tif","Perthes311251s1.tif"
739,,739,,0,"2005-10-17",0,"2005-10-17",,7285624,"UIO FUH","Baeyer010964","Baeyer010964s1.tif","Baeyer010964s1.tif"
