"foto_kort_id","mediagruppe_enhets_id","file_name","filmnr_negativnr"
37,1900515,USD_UNIHIST_BREV_120314.tif,Buys-Ballot170359s3.tif
37,1900531,USD_UNIHIST_BREV_120322.tif,Buys-Ballot170359s2.tif
37,1900523,USD_UNIHIST_BREV_120318.tif,Buys-Ballot170359s1.tif
38,1900539,USD_UNIHIST_BREV_120326.tif,Bretteville070459s3.tif
38,1900563,USD_UNIHIST_BREV_120338.tif,Bretteville070459s2.tif
38,1900555,USD_UNIHIST_BREV_120334.tif,Bretteville070459s1.tif
38,1900547,USD_UNIHIST_BREV_120330.tif,Bretteville070459f.tif
39,1900571,USD_UNIHIST_BREV_120342.tif,Bretteville100756s2.tif
39,1900587,USD_UNIHIST_BREV_120350.tif,Bretteville100756s1.tif
39,1900579,USD_UNIHIST_BREV_120346.tif,Bretteville100756f.tif
40,1900603,USD_UNIHIST_BREV_120358.tif,brauer190555f.tif
40,1900595,USD_UNIHIST_BREV_120354.tif,brauer190555s1.tif
41,1900619,USD_UNIHIST_BREV_120366.tif,Bergh151260s1.tif
41,1900611,USD_UNIHIST_BREV_120362.tif,Bergh151260s2.tif
42,1900643,USD_UNIHIST_BREV_120378.tif,Barth200324s1.tif
42,1900635,USD_UNIHIST_BREV_120374.tif,Barth200324f.tif
42,1900627,USD_UNIHIST_BREV_120370.tif,Barth200324s2.tif
43,1905577,USD_UNIHIST_BREV_121972.tif,Berzeulius040127s2.tif
43,1905593,USD_UNIHIST_BREV_121980.tif,Berzeulius040127s1.tif
43,1905585,USD_UNIHIST_BREV_121976.tif,Berzeulius040127f.tif
44,1905609,USD_UNIHIST_BREV_121988.tif,Berzeulius040724f.tif
44,1905601,USD_UNIHIST_BREV_121984.tif,Berzeulius040724s3.tif
44,1905625,USD_UNIHIST_BREV_121996.tif,Berzeulius040724s2.tif
44,1905617,USD_UNIHIST_BREV_121992.tif,Berzeulius040724s1.tif
45,1905633,USD_UNIHIST_BREV_122000.tif,Berzeulius050531s3.tif
45,1905657,USD_UNIHIST_BREV_122012.tif,Berzeulius050531s2.tif
45,1905649,USD_UNIHIST_BREV_122008.tif,Berzeulius050531s1.tif
45,1905641,USD_UNIHIST_BREV_122004.tif,Berzeulius050531f.tif
46,1905665,USD_UNIHIST_BREV_122016.tif,Berzeulius060235s1.tif
47,1905689,USD_UNIHIST_BREV_122028.tif,Berzeulius060646s1.tif
47,1905697,USD_UNIHIST_BREV_122032.tif,Berzeulius060646s2.tif
47,1905681,USD_UNIHIST_BREV_122024.tif,Berzeulius060646f.tif
47,1905673,USD_UNIHIST_BREV_122020.tif,Berzeulius060646s3.tif
48,1905705,USD_UNIHIST_BREV_122036.tif,Berzeulius061043s1.tif
49,1905713,USD_UNIHIST_BREV_122040.tif,Berzeulius071042s1.tif
49,1905721,USD_UNIHIST_BREV_122044.tif,Berzeulius071042f.tif
51,1905737,USD_UNIHIST_BREV_122052.tif,Berzeulius080141s1.tif
51,1905729,USD_UNIHIST_BREV_122048.tif,Berzeulius080141s2.tif
52,1905745,USD_UNIHIST_BREV_122056.tif,Berzeulius080844sf.tif
52,1905761,USD_UNIHIST_BREV_122064.tif,Berzeulius080844s2.tif
52,1905753,USD_UNIHIST_BREV_122060.tif,Berzeulius080844s1.tif
53,1905769,USD_UNIHIST_BREV_122068.tif,Berzeulius081243s1.tif
54,1905785,USD_UNIHIST_BREV_122076.tif,Berzeulius090124s1.tif
54,1905777,USD_UNIHIST_BREV_122072.tif,Berzeulius090124s2.tif
55,1905793,USD_UNIHIST_BREV_122080.tif,Berzeulius091024s1.tif
56,1905813,USD_UNIHIST_BREV_122088.tif,Berzeulius120333s1.tif
56,1905801,USD_UNIHIST_BREV_122084.tif,Berzeulius120333s4.tif
56,1905829,USD_UNIHIST_BREV_122096.tif,Berzeulius120333s3.tif
56,1905821,USD_UNIHIST_BREV_122092.tif,Berzeulius120333s2.tif
57,1905837,USD_UNIHIST_BREV_122100.tif,Berzeulius120427s3.tif
57,1905853,USD_UNIHIST_BREV_122108.tif,Berzeulius120427s2.tif
57,1905845,USD_UNIHIST_BREV_122104.tif,Berzeulius120427s1.tif
58,1905869,USD_UNIHIST_BREV_122112.tif,Berzeulius120643s1.tif
59,1905889,USD_UNIHIST_BREV_122120.tif,Berzeulius140838f.tif
59,1905881,USD_UNIHIST_BREV_122116.tif,Berzeulius140838s1.tif
60,1905905,USD_UNIHIST_BREV_122128.tif,Berzeulius200536s1.tif
60,1905897,USD_UNIHIST_BREV_122124.tif,Berzeulius200536s2.tif
61,1905925,USD_UNIHIST_BREV_122136.tif,Berzeulius201230s1.tif
61,1905917,USD_UNIHIST_BREV_122132.tif,Berzeulius201230s2.tif
62,1905937,USD_UNIHIST_BREV_122140.tif,Berzeulius210442s1.tif
63,1905949,USD_UNIHIST_BREV_122144.tif,Berzeulius211131s2.tif
63,1905965,USD_UNIHIST_BREV_122152.tif,Berzeulius211131s1.tif
63,1905957,USD_UNIHIST_BREV_122148.tif,Berzeulius211131f.tif
64,1905973,USD_UNIHIST_BREV_122156.tif,Berzeulius250442s2.tif
64,1905989,USD_UNIHIST_BREV_122164.tif,Berzeulius250442s1.tif
64,1905981,USD_UNIHIST_BREV_122160.tif,Berzeulius250442f.tif
65,1905997,USD_UNIHIST_BREV_122168.tif,Berzeulius250644s3.tif
65,1906021,USD_UNIHIST_BREV_122180.tif,Berzeulius250644s2.tif
65,1906013,USD_UNIHIST_BREV_122176.tif,Berzeulius250644s1.tif
65,1906005,USD_UNIHIST_BREV_122172.tif,Berzeulius250644f.tif
66,1906033,USD_UNIHIST_BREV_122184.tif,Berzeulius270841s3.tif
66,1906049,USD_UNIHIST_BREV_122192.tif,Berzeulius270841s2.tif
66,1906041,USD_UNIHIST_BREV_122188.tif,Berzeulius270841s1.tif
67,1906057,USD_UNIHIST_BREV_122196.tif,Berzeulius270931s2.tif
67,1906073,USD_UNIHIST_BREV_122204.tif,Berzeulius270931s1.tif
67,1906065,USD_UNIHIST_BREV_122200.tif,Berzeulius270931f.tif
68,1906081,USD_UNIHIST_BREV_122208.tif,Berzeulius291142s2.tif
68,1906097,USD_UNIHIST_BREV_122216.tif,Berzeulius291142s1.tif
68,1906089,USD_UNIHIST_BREV_122212.tif,Berzeulius291142f.tif
69,1906105,USD_UNIHIST_BREV_122220.tif,BerzeuliusUdat1s1.tif
70,1906137,USD_UNIHIST_BREV_122224.tif,Bohr010920s4.tif
70,1906146,USD_UNIHIST_BREV_122229.tif,Bohr010920s1.tif
70,1906178,USD_UNIHIST_BREV_122245.tif,Bohr010920s3d2.tif
70,1906162,USD_UNIHIST_BREV_122237.tif,Bohr010920s2d2.tif
70,1906170,USD_UNIHIST_BREV_122241.tif,Bohr010920s3d1.tif
70,1906154,USD_UNIHIST_BREV_122233.tif,Bohr010920s2d1.tif
71,1906186,USD_UNIHIST_BREV_122249.tif,Bohr030722s3.tif
71,1906202,USD_UNIHIST_BREV_122257.tif,Bohr030722s2.tif
71,1906194,USD_UNIHIST_BREV_122253.tif,Bohr030722s1.tif
72,1906210,USD_UNIHIST_BREV_122261.tif,Bohr120521s3.tif
72,1906226,USD_UNIHIST_BREV_122269.tif,Bohr120521s2.tif
72,1906218,USD_UNIHIST_BREV_122265.tif,Bohr120521s1.tif
73,1906258,USD_UNIHIST_BREV_122285.tif,Bohr130920s2.tif
73,1906234,USD_UNIHIST_BREV_122273.tif,Bohr130920s3.tif
73,1906250,USD_UNIHIST_BREV_122281.tif,Bohr130920s1.tif
73,1906242,USD_UNIHIST_BREV_122277.tif,Bohr130920f.tif
74,1906266,USD_UNIHIST_BREV_122289.tif,Bohr181218s3.tif
74,1906282,USD_UNIHIST_BREV_122297.tif,Bohr181218s1.tif
74,1906274,USD_UNIHIST_BREV_122293.tif,Bohr181218f.tif
74,1906290,USD_UNIHIST_BREV_122301.tif,Bohr181218s2.tif
75,1906298,USD_UNIHIST_BREV_122305.tif,Bohr200219s3.tif
75,1906314,USD_UNIHIST_BREV_122313.tif,Bohr200219s2.tif
75,1906306,USD_UNIHIST_BREV_122309.tif,Bohr200219s1.tif
76,1906322,USD_UNIHIST_BREV_122317.tif,Bohr201016s9.tif
76,1906378,USD_UNIHIST_BREV_122345.tif,Bohr201016s7.tif
76,1906330,USD_UNIHIST_BREV_122321.tif,Bohr201016s1.tif
76,1906338,USD_UNIHIST_BREV_122325.tif,Bohr201016s2.tif
76,1906346,USD_UNIHIST_BREV_122329.tif,Bohr201016s3.tif
76,1906354,USD_UNIHIST_BREV_122333.tif,Bohr201016s4.tif
76,1906362,USD_UNIHIST_BREV_122337.tif,Bohr201016s5.tif
76,1906370,USD_UNIHIST_BREV_122341.tif,Bohr201016s6.tif
76,1906386,USD_UNIHIST_BREV_122349.tif,Bohr201016s8.tif
77,1906394,USD_UNIHIST_BREV_122353.tif,Bohr270422s4.tif
77,1906418,USD_UNIHIST_BREV_122365.tif,Bohr270422s3.tif
77,1906410,USD_UNIHIST_BREV_122361.tif,Bohr270422s2.tif
77,1906402,USD_UNIHIST_BREV_122357.tif,Bohr270422s1.tif
78,1906434,USD_UNIHIST_BREV_122373.tif,Bohr280726s1.tif
78,1906426,USD_UNIHIST_BREV_122369.tif,Bohr280726s2.tif
79,1906442,USD_UNIHIST_BREV_122377.tif,Bohr310718s2s2.tif
79,1906450,USD_UNIHIST_BREV_122381.tif,Bohr310718s1d1.tif
79,1906466,USD_UNIHIST_BREV_122389.tif,Bohr310718s2s1.tif
79,1906458,USD_UNIHIST_BREV_122385.tif,Bohr310718s1d2.tif
80,1906490,USD_UNIHIST_BREV_122401.tif,BohrUdaterts1.tif
80,1906482,USD_UNIHIST_BREV_122397.tif,BohrUdatertf.tif
80,1906474,USD_UNIHIST_BREV_122393.tif,BohrUdaterts3.tif
80,1906498,USD_UNIHIST_BREV_122405.tif,BohrUdaterts2.tif
81,1906538,USD_UNIHIST_BREV_122425.tif,Brandes200422s3.tif
81,1906506,USD_UNIHIST_BREV_122409.tif,Brandes200422s5.tif
81,1906546,USD_UNIHIST_BREV_122429.tif,Brandes200422s4.tif
81,1906522,USD_UNIHIST_BREV_122417.tif,Brandes200422s1.tif
81,1906530,USD_UNIHIST_BREV_122421.tif,Brandes200422s2.tif
81,1906514,USD_UNIHIST_BREV_122413.tif,Brandes200422f.tif
82,1906554,USD_UNIHIST_BREV_122433.tif,Brandes250226s3.tif
82,1906578,USD_UNIHIST_BREV_122445.tif,Brandes250226s2.tif
82,1906570,USD_UNIHIST_BREV_122441.tif,Brandes250226s1.tif
82,1906562,USD_UNIHIST_BREV_122437.tif,Brandes250226f.tif
83,1906594,USD_UNIHIST_BREV_122453.tif,Brandes310325f.tif
83,1906586,USD_UNIHIST_BREV_122449.tif,Brandes310325s3.tif
83,1906610,USD_UNIHIST_BREV_122461.tif,Brandes310325s2.tif
83,1906602,USD_UNIHIST_BREV_122457.tif,Brandes310325s1.tif
84,1906626,USD_UNIHIST_BREV_122469.tif,TilBrandesUdatertf.tif
84,1906618,USD_UNIHIST_BREV_122465.tif,TilBrandesUdaterts1.tif
85,1911916,USD_UNIHIST_BREV_124226.tif,Akrell180144sf.tif
85,1911932,USD_UNIHIST_BREV_124234.tif,Akrell180144s2.tif
85,1911924,USD_UNIHIST_BREV_124230.tif,Akrell180144s1.tif
86,1911948,USD_UNIHIST_BREV_124242.tif,Akrell210342f.tif
86,1911940,USD_UNIHIST_BREV_124238.tif,Akrell210342s2.tif
86,1911956,USD_UNIHIST_BREV_124246.tif,Akrell210342s1.tif
87,1911965,USD_UNIHIST_BREV_124251.tif,Andresen201214s2.tif
87,1911981,USD_UNIHIST_BREV_124259.tif,Andresen201214s1.tif
87,1911973,USD_UNIHIST_BREV_124255.tif,Andresen201214f.tif
88,1911989,USD_UNIHIST_BREV_124263.tif,Bache121057s1.tif
89,1911999,USD_UNIHIST_BREV_124267.tif,Bache201157s1.tif
90,1912015,USD_UNIHIST_BREV_124275.tif,Bache211255s1.tif
90,1912007,USD_UNIHIST_BREV_124271.tif,Bache211255s2.tif
91,1912023,USD_UNIHIST_BREV_124279.tif,Bache291159s1.tif
92,1912039,USD_UNIHIST_BREV_124283.tif,Barlow150131s2.tif
92,1912055,USD_UNIHIST_BREV_124291.tif,Barlow150131s1.tif
92,1912047,USD_UNIHIST_BREV_124287.tif,Barlow150131f.tif
93,1912064,USD_UNIHIST_BREV_124296.tif,Barlow180227s1.tif
94,1912072,USD_UNIHIST_BREV_124300.tif,Barlow270328s3.tif
94,1912096,USD_UNIHIST_BREV_124312.tif,Barlow270328s2.tif
94,1912088,USD_UNIHIST_BREV_124308.tif,Barlow270328s1.tif
94,1912080,USD_UNIHIST_BREV_124304.tif,Barlow270328f.tif
95,1912120,USD_UNIHIST_BREV_124320.tif,SAnderson070119s1.tif
95,1912112,USD_UNIHIST_BREV_124316.tif,SAnderson070119s2.tif
96,1912139,USD_UNIHIST_BREV_124327.tif,AAstrand010164s3.tif
96,1912155,USD_UNIHIST_BREV_124335.tif,AAstrand010164s2.tif
96,1912147,USD_UNIHIST_BREV_124331.tif,AAstrand010164s1.tif
97,1912172,USD_UNIHIST_BREV_124344.tif,AAstrand010164v1s1.tif
97,1912164,USD_UNIHIST_BREV_124340.tif,AAstrand010164v1s4.tif
97,1912188,USD_UNIHIST_BREV_124352.tif,AAstrand010164v1s3.tif
97,1912180,USD_UNIHIST_BREV_124348.tif,AAstrand010164v1s2.tif
98,1912204,USD_UNIHIST_BREV_124360.tif,AAstrand020366s1.tif
98,1912196,USD_UNIHIST_BREV_124356.tif,AAstrand020366s2.tif
99,1912212,USD_UNIHIST_BREV_124364.tif,AAstrand300163s3.tif
99,1912228,USD_UNIHIST_BREV_124372.tif,AAstrand300163s2.tif
99,1912220,USD_UNIHIST_BREV_124368.tif,AAstrand300163s1.tif
100,1912243,USD_UNIHIST_BREV_124379.tif,Anker200517s3.tif
100,1912251,USD_UNIHIST_BREV_124383.tif,Anker200517f.tif
100,1912259,USD_UNIHIST_BREV_124387.tif,Anker200517s1.tif
100,1912267,USD_UNIHIST_BREV_124391.tif,Anker200517s2.tif
101,1912275,USD_UNIHIST_BREV_124395.tif,Autenrieth081162s2.tif
101,1912283,USD_UNIHIST_BREV_124399.tif,Autenrieth081162s1.tif
102,1912291,USD_UNIHIST_BREV_124403.tif,Banks140919s2.tif
102,1912299,USD_UNIHIST_BREV_124407.tif,Banks140919f.tif
102,1912307,USD_UNIHIST_BREV_124411.tif,Banks140919s1.tif
103,1912315,USD_UNIHIST_BREV_124415.tif,Banks140919v1s1.tif
104,1912331,USD_UNIHIST_BREV_124423.tif,Askengren120957s1.tif
104,1912339,USD_UNIHIST_BREV_124427.tif,Askengren120957s2.tif
104,1912323,USD_UNIHIST_BREV_124419.tif,Askengren120957s3.tif
106,1912347,USD_UNIHIST_BREV_124431.tif,Brewster100621s3.tif
106,1912355,USD_UNIHIST_BREV_124435.tif,Brewster100621f.tif
106,1912363,USD_UNIHIST_BREV_124439.tif,Brewster100621s1.tif
106,1912371,USD_UNIHIST_BREV_124443.tif,Brewster100621s2.tif
107,1912379,USD_UNIHIST_BREV_124447.tif,Brewster241023s3.tif
107,1912387,USD_UNIHIST_BREV_124451.tif,Brewster241023f.tif
107,1912395,USD_UNIHIST_BREV_124455.tif,Brewster241023s1.tif
107,1912403,USD_UNIHIST_BREV_124459.tif,Brewster241023s2.tif
108,1912411,USD_UNIHIST_BREV_124463.tif,airz010255s3.tif
108,1912419,USD_UNIHIST_BREV_124467.tif,airz010255f.tif
108,1912427,USD_UNIHIST_BREV_124471.tif,airz010255s1.tif
108,1912435,USD_UNIHIST_BREV_124475.tif,airz010255s2.tif
109,1912443,USD_UNIHIST_BREV_124479.tif,airz061256s2.tif
109,1912451,USD_UNIHIST_BREV_124483.tif,airz061256s1.tif
110,1912459,USD_UNIHIST_BREV_124487.tif,airz080857s1.tif
111,1912469,USD_UNIHIST_BREV_124491.tif,airz090352s2.tif
111,1912477,USD_UNIHIST_BREV_124495.tif,airz090352s1.tif
112,1912501,USD_UNIHIST_BREV_124507.tif,airz090357s2.tif
112,1912509,USD_UNIHIST_BREV_124511.tif,airz090357s1.tif
113,1912517,USD_UNIHIST_BREV_124515.tif,airz090957s2.tif
113,1912525,USD_UNIHIST_BREV_124519.tif,airz090957s1.tif
114,1912533,USD_UNIHIST_BREV_124523.tif,airz100158s2.tif
114,1912541,USD_UNIHIST_BREV_124527.tif,airz100158s1.tif
116,2389756,USD_UNIHIST_BREV_338158.tif,airz120255s2.tif
116,2389764,USD_UNIHIST_BREV_338162.tif,airz120255s1.tif
117,2390009,USD_UNIHIST_BREV_338286.tif,airz140157s1.tif
117,2389986,USD_UNIHIST_BREV_338273.tif,airz140157s2.tif
118,2390133,USD_UNIHIST_BREV_338348.tif,airz150865s2.tif
118,2390155,USD_UNIHIST_BREV_338359.tif,airz150865s1.tif
119,2390315,USD_UNIHIST_BREV_338439.tif,airz170457s1.tif
119,2390301,USD_UNIHIST_BREV_338432.tif,airz170457s2.tif
120,2390650,USD_UNIHIST_BREV_338607.tif,airz201060s3.tif
120,2390675,USD_UNIHIST_BREV_338619.tif,airz201060s1.tif
120,2390683,USD_UNIHIST_BREV_338623.tif,airz201060s2.tif
121,2390799,USD_UNIHIST_BREV_338681.tif,airz210653s2.tif
121,2390816,USD_UNIHIST_BREV_338690.tif,airz210653s1.tif
122,2393262,USD_UNIHIST_BREV_339913.tif,airz220559s1.tif
123,2393403,USD_UNIHIST_BREV_339983.tif,airz261158s2.tif
123,2393430,USD_UNIHIST_BREV_339997.tif,airz261158s1.tif
124,2393757,USD_UNIHIST_BREV_340160.tif,airz290365s1.tif
124,2393726,USD_UNIHIST_BREV_340145.tif,airz290365s2.tif
125,2393915,USD_UNIHIST_BREV_340239.tif,airz290459s2.tif
125,2393941,USD_UNIHIST_BREV_340252.tif,airz290459s1.tif
126,2394093,USD_UNIHIST_BREV_340328.tif,airz290951s2.tif
126,2394119,USD_UNIHIST_BREV_340341.tif,airz290951s1.tif
127,2407333,USD_UNIHIST_BREV_346858.tif,airz310358s2.tif
127,2407379,USD_UNIHIST_BREV_346877.tif,airz310358s1.tif
128,2408757,USD_UNIHIST_BREV_347460.tif,arago190833.tif
129,2409033,USD_UNIHIST_BREV_347578.tif,Argelander040450s1.tif
129,2409081,USD_UNIHIST_BREV_347598.tif,Argelander040450s2.tif
129,2408998,USD_UNIHIST_BREV_347566.tif,Argelander040450s3.tif
130,2410969,USD_UNIHIST_BREV_348366.tif,Argelander070830s1.tif
130,2410929,USD_UNIHIST_BREV_348346.tif,Argelander070830s3.tif
130,2410959,USD_UNIHIST_BREV_348361.tif,Argelander070830f.tif
130,2410977,USD_UNIHIST_BREV_348370.tif,Argelander070830s2.tif
131,2410993,USD_UNIHIST_BREV_348378.tif,Argelander151025s1.tif
131,2411001,USD_UNIHIST_BREV_348382.tif,Argelander151025s2.tif
131,2411009,USD_UNIHIST_BREV_348386.tif,Argelander151025s3.tif
131,2410985,USD_UNIHIST_BREV_348374.tif,Argelander151025s4.tif
132,2411041,USD_UNIHIST_BREV_348402.tif,Argelander180226s2.tif
132,2411025,USD_UNIHIST_BREV_348394.tif,Argelander180226f.tif
132,2411033,USD_UNIHIST_BREV_348398.tif,Argelander180226s1.tif
132,2411017,USD_UNIHIST_BREV_348390.tif,Argelander180226s3.tif
133,2411273,USD_UNIHIST_BREV_348518.tif,Argelander181230f.tif
133,2411299,USD_UNIHIST_BREV_348531.tif,Argelander181230s1.tif
133,2411259,USD_UNIHIST_BREV_348511.tif,Argelander181230s3.tif
133,2411313,USD_UNIHIST_BREV_348538.tif,Argelander181230s2.tif
134,2418335,USD_UNIHIST_BREV_351651.tif,Argelander260826s3.tif
134,2418209,USD_UNIHIST_BREV_351596.tif,Argelander260826s5.tif
134,2418368,USD_UNIHIST_BREV_351668.tif,Argelander260826s4.tif
134,2418237,USD_UNIHIST_BREV_351606.tif,Argelander260826f.tif
134,2418277,USD_UNIHIST_BREV_351622.tif,Argelander260826s1.tif
134,2418309,USD_UNIHIST_BREV_351638.tif,Argelander260826s2.tif
135,2436231,USD_UNIHIST_BREV_360235.tif,Argelander270626s4.tif
135,2436283,USD_UNIHIST_BREV_360257.tif,Argelander270626s1.tif
135,2436335,USD_UNIHIST_BREV_360279.tif,Argelander270626s2.tif
135,2436387,USD_UNIHIST_BREV_360301.tif,Argelander270626s3.tif
136,2436671,USD_UNIHIST_BREV_360413.tif,dAbbadie050555s1.tif
137,2437987,USD_UNIHIST_BREV_360951.tif,dAbbadie140956.tif
